"Participant_id","Gender","Women_Protection","Religion_Level","Age","Highest_Edu_Lvl"
62815,1,2,0,27,321
62846,1,2,10,53,113
62866,0,4,0,37,520
62870,1,1,9,62,323
62898,1,3,9,36,321
62905,0,3,9,60,321
62913,1,2,10,67,321
62934,1,2,6,47,323
62945,1,3,5,31,720
62981,1,4,10,59,321
62985,1,4,10,43,113
63032,0,2,6,58,321
63049,1,3,8,88,213
63082,1,2,2,33,423
63083,1,3,3,60,321
63087,0,3,2,52,321
63097,1,3,8,67,313
63107,1,3,7,29,313
63135,1,3,6,38,323
63176,0,1,5,61,213
63205,0,1,10,78,213
63207,0,3,0,59,321
63211,0,2,5,55,323
63218,0,3,5,34,321
63235,1,3,10,23,323
63244,1,2,2,43,313
63263,1,2,0,65,321
63265,1,2,4,61,610
63268,1,2,0,64,323
63269,1,3,8,79,313
63273,1,2,8,84,423
63303,1,3,2,49,321
63304,1,3,8,71,610
63320,1,2,7,65,213
63321,1,3,0,15,213
63352,0,2,7,76,323
63388,1,2,6,80,720
63397,1,3,8,23,423
63407,1,2,2,25,321
63420,0,2,5,63,321
63469,1,3,88,67,620
63535,0,3,5,56,423
63567,1,2,5,65,321
63578,1,2,3,62,321
63590,0,2,7,74,313
63615,1,1,5,68,321
63626,0,2,6,43,610
63631,1,1,6,58,213
63635,1,2,6,43,213
63648,0,2,2,69,321
63707,0,3,4,61,321
63709,0,3,0,23,323
63711,1,2,7,67,321
63789,1,3,8,44,610
63802,0,1,7,23,313
63808,1,3,6,33,423
63826,1,2,6,61,213
63834,1,1,6,62,610
63836,1,2,5,69,321
63861,0,2,7,63,321
63867,0,1,5,65,321
63876,0,3,5,68,321
63903,1,3,6,29,313
63917,0,3,2,33,113
63944,1,2,6,63,313
63948,0,3,0,37,321
63966,0,4,10,68,321
63968,1,1,5,42,323
63985,1,4,7,25,423
64012,0,3,0,51,213
64013,1,2,6,83,213
64014,1,2,6,47,610
64026,0,2,4,28,313
64059,0,3,0,23,313
64061,0,3,7,48,720
64114,1,3,4,63,321
64145,1,2,0,46,610
64146,1,2,10,90,113
64161,0,2,8,79,620
64162,0,3,5,55,321
64181,1,1,2,71,313
64207,1,5,5,40,323
64268,1,3,5,49,323
64281,0,2,6,51,323
64343,1,2,7,72,321
64350,1,4,10,65,313
64454,1,3,7,67,610
64476,1,3,5,76,323
64481,1,4,8,43,423
64524,1,3,0,45,423
64529,0,5,10,48,321
64571,0,3,0,43,321
64584,1,3,6,68,321
64612,1,2,10,49,313
64624,1,2,0,37,323
64632,0,4,0,84,213
64691,0,1,1,46,321
64700,1,3,3,68,213
64710,1,3,4,64,610
64715,1,3,5,35,321
64743,0,1,5,44,313
64786,1,2,2,24,313
64845,0,2,0,58,323
64916,1,2,2,65,323
64925,1,2,0,42,313
64929,1,3,2,25,213
64937,0,2,4,83,321
64945,1,2,2,76,213
64970,1,5,10,86,213
64982,0,4,0,48,321
64993,0,4,9,48,323
64998,1,3,2,65,213
65023,1,1,10,77,323
65036,0,2,4,25,323
65057,0,3,0,24,323
65065,1,3,5,66,610
65072,1,1,8,66,323
65075,1,4,0,24,313
65094,1,2,1,45,313
65117,0,2,2,53,321
65119,1,1,0,17,213
65127,0,4,5,63,321
65135,1,2,3,52,321
65142,1,2,2,57,323
65151,0,2,3,29,213
65193,1,5,0,47,620
65201,1,1,7,51,610
65267,0,2,5,27,323
65272,0,2,0,56,423
65279,1,1,0,79,213
65309,1,5,6,68,321
65360,1,4,5,74,610
65383,1,5,0,37,323
65404,0,4,0,52,213
65417,0,3,7,56,213
65428,1,3,6,24,720
65429,1,3,4,33,323
65430,1,3,2,22,323
65473,1,3,5,67,213
65480,0,2,5,24,213
65528,1,2,8,49,610
65537,1,1,8,69,213
65561,1,3,5,68,323
65585,0,1,0,42,321
65596,1,3,0,60,321
65618,0,3,3,32,321
65651,0,4,3,58,321
65665,1,3,2,68,213
65690,0,2,2,56,213
65694,0,1,0,31,313
65697,1,3,1,19,313
65727,0,1,5,28,520
65728,1,2,6,59,313
65731,0,3,0,24,321
65748,1,4,0,34,720
65782,1,3,6,38,710
65786,0,1,8,41,323
65796,1,4,6,68,213
65816,1,5,0,31,321
65817,0,4,10,58,213
65818,1,3,1,57,213
65826,0,2,10,79,213
65829,1,3,0,57,610
65845,1,1,10,90,113
65875,1,5,9,90,113
65877,0,2,6,40,610
65892,0,2,7,61,313
65895,0,1,0,20,213
65946,1,3,7,66,710
65955,0,3,3,53,323
65966,0,2,4,79,520
65973,1,2,0,18,213
66008,0,2,3,19,313
66048,0,5,6,38,423
66049,1,3,8,27,610
66073,0,2,0,38,313
66084,1,3,6,52,610
66099,1,2,5,44,321
66149,0,2,0,26,313
66168,0,1,6,67,321
66177,1,3,0,42,321
66214,1,3,3,48,610
66232,1,2,5,32,323
66233,0,4,2,56,321
66265,1,5,6,24,323
66298,0,2,5,72,323
66300,1,2,9,47,313
66308,0,1,10,69,321
66335,0,3,2,57,323
66403,1,4,7,68,321
66413,0,2,3,21,423
66426,1,2,5,66,321
66430,1,4,5,72,620
66438,1,4,5,73,610
66444,1,5,0,39,423
66454,0,2,5,65,720
66488,1,2,8,46,321
66500,1,4,0,24,321
66583,1,2,9,69,213
66588,1,2,0,33,313
66597,1,1,9,28,213
66600,1,2,10,57,321
66604,1,3,2,51,313
66638,1,2,7,69,321
66639,1,2,1,31,323
66663,1,2,2,32,313
66679,1,3,6,53,213
66713,1,4,5,48,313
66720,1,3,3,52,321
66739,1,1,5,72,321
66760,0,4,10,67,321
66765,1,4,8,58,710
66777,0,1,3,33,610
66805,1,1,4,61,323
66806,0,3,1,25,620
66854,1,2,0,67,321
66881,1,3,6,61,321
66898,0,4,5,55,321
66915,1,2,7,69,620
66919,0,2,4,69,213
66934,1,3,3,56,313
66965,0,2,3,43,213
66967,0,5,0,44,720
66986,1,1,2,39,323
66987,0,1,2,26,313
67017,0,3,2,30,321
67026,1,4,0,16,213
67046,1,2,5,68,323
67103,1,1,7,81,313
67113,1,2,7,33,313
67140,0,1,0,38,321
67143,0,1,10,74,321
67172,0,3,4,45,321
67186,1,1,1,20,313
67302,0,3,4,73,323
67316,1,1,5,62,313
67317,1,4,7,19,313
67319,0,3,0,47,321
67330,1,2,0,19,313
67351,0,1,6,83,321
67356,1,4,10,62,321
67364,1,3,6,53,321
67368,0,2,0,36,321
67372,0,2,4,43,323
67376,1,3,0,46,313
67380,1,2,5,53,610
67395,1,3,2,66,321
67405,1,3,4,27,213
67415,0,3,1,17,213
67416,1,3,5,50,321
67444,0,2,6,66,321
67455,0,4,2,27,213
67473,1,4,8,60,213
67484,0,2,0,55,323
67488,1,3,8,54,321
67493,0,2,7,85,213
67509,0,3,2,50,321
67514,0,2,8,75,323
67530,0,2,4,68,321
67538,0,2,7,76,610
67544,0,2,88,64,213
67547,1,3,2,72,321
67552,1,5,5,47,423
67559,1,2,0,31,610
67579,0,2,0,57,321
67595,1,2,5,42,610
67600,0,2,0,40,321
67641,0,3,2,62,113
67713,1,2,6,30,321
67736,0,3,6,70,800
67774,0,1,0,50,321
67781,1,2,77,41,323
67830,1,2,4,48,313
67839,1,4,6,38,313
67852,1,3,6,50,423
67884,1,3,2,63,313
67890,1,2,9,70,213
67896,1,2,8,85,213
67909,1,1,9,67,321
67957,1,2,3,53,720
67967,1,4,6,70,213
67987,1,2,5,67,321
67991,1,1,7,50,323
67992,0,3,0,47,321
68002,1,3,0,67,323
68004,1,3,6,32,321
68009,1,2,6,43,321
68012,0,3,0,28,321
68026,1,2,1,60,323
68034,1,3,0,26,423
68047,0,3,0,57,321
68063,0,2,2,48,321
68076,0,1,1,65,423
68082,0,2,1,42,323
68114,1,3,7,39,423
68166,1,3,2,33,323
68176,1,4,2,41,213
68224,0,3,3,46,720
68225,1,4,5,44,423
68226,1,2,3,32,313
68233,1,2,0,53,520
68239,1,4,0,53,321
68249,1,1,6,37,313
68295,1,2,7,27,610
68306,0,3,0,33,323
68307,1,3,1,21,313
68329,0,2,8,58,321
68342,1,2,0,67,321
68426,0,3,0,52,323
68431,1,4,0,63,710
68465,1,2,7,37,321
68466,1,3,4,68,610
68468,1,1,9,47,321
68482,0,1,1,34,213
68492,0,2,4,62,423
68514,0,3,7,34,610
68537,1,2,7,72,321
68541,1,1,6,53,0
68545,0,2,8,74,610
68548,0,2,6,37,321
68566,1,3,0,29,610
68590,0,2,6,79,321
68601,1,2,2,86,423
68611,1,4,2,57,323
68626,1,1,7,66,313
68666,0,3,8,71,610
68669,1,1,0,69,321
68677,0,1,0,48,313
68691,1,5,8,47,620
68729,1,2,7,28,321
68732,0,3,3,41,423
68749,1,2,8,73,213
68759,1,2,1,40,0
68761,1,2,5,47,313
68765,0,2,88,30,321
68772,1,2,2,46,113
68785,0,2,8,69,610
68789,0,3,7,45,313
68807,1,1,4,29,321
68817,1,1,5,46,323
68819,1,1,2,43,323
68837,1,3,8,85,213
68867,1,3,5,38,720
68877,1,1,8,62,321
68890,0,2,0,22,321
68894,0,1,7,35,313
68923,1,3,7,24,323
68925,0,4,8,53,323
68987,0,5,7,38,620
69004,1,2,6,70,610
69059,1,2,8,49,520
69080,1,1,4,54,323
69097,0,1,77,58,321
69103,1,2,8,28,213
69123,0,2,8,49,323
69141,0,1,7,37,313
69142,0,2,0,28,321
69145,0,1,0,31,423
69162,0,2,5,45,313
69194,1,2,8,52,323
69198,1,4,8,74,213
69203,0,3,0,83,313
69232,1,3,6,68,213
69237,1,2,4,43,610
69252,0,2,1,42,323
69281,1,5,0,27,321
69291,0,3,7,49,321
69299,1,3,0,43,313
69303,1,2,8,76,323
69331,1,1,8,89,213
69334,0,2,4,44,610
69357,1,1,8,39,323
69358,1,3,5,62,313
69374,1,3,0,28,620
69388,0,4,3,69,313
69393,1,2,0,55,313
69400,0,2,0,18,213
69405,1,3,7,65,323
69410,0,1,7,73,213
69440,1,2,5,81,213
69442,0,3,6,34,323
69542,1,4,5,47,610
69554,1,5,5,62,610
69575,1,1,9,28,313
69596,1,3,4,53,321
69618,1,2,6,52,520
69619,1,4,6,36,313
69635,1,4,5,24,313
69665,0,4,5,76,323
69734,0,3,2,56,423
69749,0,2,0,54,323
69766,1,1,4,25,213
69782,0,2,2,74,321
69826,1,2,0,61,323
69840,0,2,1,63,321
69854,1,3,0,20,323
69855,1,3,5,26,323
69857,1,1,10,79,321
69861,1,3,1,53,321
69864,1,1,0,37,323
69868,0,3,9,74,321
69876,0,3,0,47,213
69897,0,2,8,47,213
69907,0,2,5,39,323
69914,0,1,6,21,321
69946,1,2,5,28,323
69954,1,3,7,90,323
69997,1,2,5,42,213
69998,1,3,10,89,213
70013,1,2,10,27,620
70030,1,3,6,22,313
70040,1,3,0,48,313
70048,1,4,5,47,323
70077,1,3,5,66,321
70090,1,2,1,51,323
70096,0,2,8,34,321
70115,0,2,0,53,321
70190,0,1,5,66,321
70204,0,3,6,72,321
70214,0,3,0,59,423
70225,0,1,5,32,321
70236,0,4,0,48,321
70237,1,5,6,67,321
70298,1,3,5,63,610
70304,1,3,4,73,321
70315,1,1,9,22,423
70318,0,1,1,51,313
70334,0,2,0,33,323
70339,1,2,3,37,321
70362,0,2,0,68,321
70363,0,3,7,42,720
70382,1,2,4,52,313
70383,1,3,8,31,313
70388,1,3,0,36,323
70395,1,2,3,44,313
70400,1,1,0,41,323
70428,0,3,7,79,213
70476,1,4,8,68,313
70485,0,3,6,37,323
70489,1,1,5,23,313
70493,1,2,0,27,313
70505,0,2,0,19,313
70525,0,3,0,45,610
70542,0,2,2,47,323
70546,0,2,5,81,423
70572,1,2,4,51,213
70577,0,2,2,58,321
70600,1,1,5,68,213
70608,1,2,1,45,323
70615,1,3,8,77,720
70647,0,4,5,45,321
70661,1,4,0,53,610
70666,1,2,6,56,323
70679,1,1,8,90,213
70693,1,3,5,55,213
70694,1,1,0,38,321
70717,1,3,5,79,213
70739,1,1,4,59,213
70748,1,2,6,29,323
70753,1,4,10,53,323
70783,1,1,5,47,321
70794,1,3,8,47,323
70836,1,3,6,27,323
70838,1,2,0,82,213
70865,1,3,3,56,610
70881,0,3,7,72,423
70883,0,1,6,79,213
70895,1,3,0,47,321
70942,1,2,7,58,321
70962,0,5,5,38,213
70986,1,1,0,25,313
70987,1,3,7,76,321
71000,0,2,5,59,213
71013,1,1,6,39,321
71018,1,3,8,19,313
71037,1,2,5,47,213
71041,1,1,6,35,720
71048,0,3,2,64,213
71053,0,2,0,33,313
71089,1,2,5,73,213
71107,0,1,0,65,321
71125,0,1,0,25,321
71148,1,1,8,79,321
71155,1,1,7,69,213
71163,1,2,5,73,213
71166,1,3,1,26,620
71224,1,3,0,16,213
71226,1,3,6,74,323
71254,0,3,0,36,620
71258,1,1,8,71,610
71264,1,1,5,70,610
71269,1,3,4,72,323
71289,1,2,3,22,213
71292,0,1,5,81,213
71318,1,4,10,19,313
71343,0,3,9,73,321
71366,0,2,10,73,321
71375,0,2,5,81,720
71377,1,2,7,34,321
71409,1,5,7,58,323
71410,1,2,7,42,321
71434,1,1,5,53,213
71437,0,3,0,21,313
71456,1,2,1,49,323
71460,1,1,4,71,323
71500,1,1,6,90,213
71501,1,3,0,38,610
71504,1,3,5,27,610
71521,0,2,3,29,620
71530,0,5,7,49,321
71544,1,2,0,43,323
71559,1,1,6,68,323
71601,1,3,9,33,313
71626,1,2,4,28,313
71669,0,3,6,69,213
71680,1,5,0,45,720
71684,1,4,0,24,423
71690,0,1,0,58,321
71744,1,2,2,37,610
71748,1,2,5,74,321
71768,1,3,6,60,213
71769,0,4,0,52,610
71790,0,2,10,55,213
71796,0,2,0,61,323
71824,1,4,3,22,620
71836,0,3,2,24,423
71886,1,3,1,35,313
71887,1,3,2,49,313
71923,0,3,7,62,321
71940,1,2,5,57,720
71944,0,3,8,69,321
71945,1,5,0,57,710
71952,0,4,3,51,323
71997,0,3,5,45,321
71998,0,2,5,50,321
72024,1,5,8,33,321
72033,0,2,0,48,323
72063,0,2,8,69,213
72079,1,2,8,79,213
72092,1,2,5,83,213
72106,0,3,8,38,313
72123,1,1,77,54,313
72142,1,3,4,50,610
72155,0,3,9,27,213
72167,1,2,2,49,323
72171,1,2,6,41,321
72181,0,2,5,75,213
72211,0,3,0,34,321
72217,1,1,10,57,720
72269,1,4,5,69,321
72306,1,2,4,48,720
72324,1,4,1,64,321
72337,0,1,7,34,323
72347,1,3,6,34,321
72390,0,4,6,53,321
72394,1,2,8,61,321
72395,1,1,5,28,313
72408,1,3,3,27,323
72410,1,1,4,30,321
72426,1,2,2,84,213
72440,1,2,6,51,323
72482,1,2,10,83,213
72495,0,1,9,65,321
72497,0,2,0,33,313
72520,0,3,7,68,610
72588,1,3,1,52,313
72622,1,1,8,39,620
72647,1,2,6,67,313
72664,0,2,6,61,323
72667,0,3,6,53,323
72685,0,2,1,76,610
72696,1,2,8,47,610
72701,1,3,9,27,313
72705,1,2,8,48,213
72739,1,4,7,50,520
72742,1,4,10,79,213
72747,0,4,0,73,321
72748,1,4,0,36,321
72786,1,4,7,48,610
72821,1,2,0,81,313
72828,1,1,5,58,313
72849,1,3,3,20,313
72863,0,3,6,30,321
72871,1,2,2,48,313
72913,1,3,10,55,321
72915,1,2,0,32,620
72930,1,2,6,28,313
72945,1,2,7,71,321
72953,0,2,4,29,213
72955,0,3,7,48,313
72959,1,2,6,61,321
72975,1,5,6,41,323
72976,0,2,6,33,323
73009,0,2,7,33,321
73022,1,3,1,68,321
73041,0,2,9,42,610
73049,0,4,0,65,321
73052,0,2,0,60,323
73055,0,2,3,32,321
73111,1,3,3,53,213
73118,1,2,7,73,313
73136,1,3,1,38,323
73169,0,3,5,39,423
73176,1,3,0,57,213
73179,0,2,0,53,313
73188,1,3,6,37,323
73193,0,3,8,40,313
73201,1,1,4,25,213
73244,0,2,4,43,323
73245,1,2,8,60,321
73246,0,2,5,53,321
73251,0,2,4,18,321
73269,0,2,4,74,321
73272,0,3,7,83,321
73297,1,2,2,67,313
73299,1,4,0,19,321
73301,1,1,9,68,213
73372,0,1,0,61,213
73379,1,1,0,38,321
73394,1,1,5,63,321
73412,0,3,5,58,321
73485,1,2,4,70,321
73513,1,2,7,57,321
73530,1,2,7,62,610
73543,0,2,6,46,321
73562,0,4,5,32,720
73566,1,2,3,47,313
73590,1,2,1,50,323
73597,1,2,7,42,213
73610,1,3,10,62,313
73636,1,2,8,79,313
73667,0,2,1,61,323
73668,1,2,6,60,520
73675,1,4,8,51,313
73695,0,1,5,53,321
73711,1,2,0,30,313
73731,0,1,2,69,321
73737,0,2,4,34,423
73745,1,4,0,55,620
73766,1,3,5,77,213
73769,1,3,5,17,213
73777,1,2,4,71,321
73787,1,2,0,48,520
73806,0,4,0,65,610
73825,1,2,0,39,323
73829,1,1,2,38,610
73831,0,2,7,50,321
73852,0,3,7,54,313
73873,1,2,0,78,321
73877,1,2,3,33,610
73882,1,1,0,48,520
73902,1,3,6,26,321
73921,1,2,6,67,323
73955,0,1,10,50,213
73990,1,3,7,69,323
74003,0,2,0,63,323
74005,1,3,7,71,213
74026,1,3,1,33,321
74041,1,4,9,57,321
74054,0,3,3,53,321
74093,0,3,8,63,321
74203,1,3,5,74,323
74215,1,2,7,29,710
74231,1,3,4,28,323
74238,1,3,7,49,520
74253,0,2,0,33,323
74262,1,3,6,62,710
74269,1,2,0,33,323
74286,0,3,6,44,323
74296,1,3,8,45,321
74297,1,2,7,38,323
74314,1,3,2,44,321
74333,1,2,10,85,313
74372,0,3,5,32,720
74378,1,2,0,19,313
74385,1,3,1,33,323
74390,1,3,4,86,321
74416,0,2,3,67,323
74434,0,2,5,59,323
74436,0,3,4,47,313
74459,0,2,10,75,213
74487,1,3,2,56,313
74499,1,4,5,73,313
74500,1,4,0,48,610
74516,1,3,4,20,313
74525,1,4,10,87,610
74534,0,2,9,73,423
74586,1,3,5,37,610
74639,1,1,9,73,313
74643,1,2,6,61,610
74685,0,3,8,21,313
74691,0,2,3,55,610
74711,1,3,7,79,321
74713,1,3,5,67,610
74714,0,2,10,57,321
74753,1,3,77,76,720
74761,1,1,6,58,321
74801,1,1,5,68,213
74807,0,2,0,65,321
74829,1,2,2,64,321
74850,0,2,5,69,321
74861,0,2,0,66,610
74877,0,3,5,16,213
74903,1,2,5,61,323
74908,0,4,10,87,213
74913,0,2,7,48,321
74919,1,2,1,55,313
74928,1,1,9,61,213
74931,1,2,0,44,213
74936,0,2,2,73,423
74977,0,2,5,28,323
75008,1,1,5,71,620
75026,1,2,1,24,313
75078,0,4,7,54,321
75080,1,3,5,39,213
75091,1,2,6,69,321
75096,0,5,5,25,313
75119,1,4,8,90,423
75122,0,2,2,55,313
75128,1,3,0,26,720
75140,1,2,1,19,213
75164,0,3,0,67,423
75171,1,2,4,62,213
75176,0,3,0,63,323
75184,0,2,0,33,520
75191,0,2,3,48,313
75209,0,2,2,82,321
75225,1,2,0,33,213
75248,1,3,9,54,213
75259,1,3,5,33,423
75262,1,1,6,48,323
75283,1,2,4,49,321
75318,1,2,8,64,313
75338,1,2,9,84,213
75356,1,3,10,81,321
75370,0,1,8,71,321
75374,1,4,7,83,213
75381,1,2,9,67,710
75428,0,1,7,48,321
75486,1,2,9,33,321
75498,0,2,0,28,323
75507,1,3,8,39,323
75512,0,3,4,38,313
75557,0,3,1,52,610
75598,1,4,0,37,323
75616,1,3,8,47,213
75629,1,2,5,68,321
75632,1,2,10,87,213
75655,1,3,3,41,313
75657,0,3,0,53,313
75696,0,4,4,56,321
75700,0,1,7,44,321
75717,1,2,10,62,213
75745,0,3,0,41,321
75764,1,4,0,54,313
75771,0,3,5,41,720
75774,0,5,5,36,321
75784,1,3,5,43,323
75786,0,3,6,38,520
75789,0,2,8,35,620
75811,1,4,2,46,213
75821,1,2,7,74,313
75832,1,2,77,50,423
75877,1,1,0,39,213
75900,1,1,7,53,113
75901,1,2,5,68,213
75946,1,1,7,51,321
75994,1,3,10,29,620
76019,0,2,7,60,610
76030,0,3,1,65,323
76037,1,3,0,23,313
76057,1,1,0,43,313
76061,1,2,6,67,213
76064,1,1,10,90,213
76077,0,3,1,30,520
76079,1,4,2,52,423
76103,0,1,2,18,313
76116,0,2,5,36,321
76131,1,4,0,58,321
76161,1,1,8,73,213
76170,1,1,6,59,313
76194,1,1,7,51,321
76207,0,3,1,58,213
76210,1,3,10,52,423
76216,0,2,3,61,321
76234,1,3,2,37,323
76247,1,3,7,83,213
76290,0,1,0,50,213
76298,1,3,1,56,321
76309,1,4,4,47,313
76372,1,1,0,38,313
76374,1,3,5,73,213
76376,0,2,0,66,213
76399,1,3,4,47,313
76409,0,3,4,48,313
76414,1,2,4,68,213
76433,0,2,2,47,313
76448,1,2,3,42,610
76458,0,3,7,38,213
76467,0,3,9,68,321
76482,1,1,5,55,113
76490,1,3,6,37,323
76514,1,1,0,86,321
76516,0,3,0,23,323
76523,0,3,5,38,313
76608,1,4,0,46,313
76642,0,3,0,15,213
76654,1,3,0,53,313
76662,1,2,0,43,313
76687,0,3,2,68,313
76690,1,2,5,50,323
76725,1,2,4,74,213
76742,1,4,0,52,313
76756,1,5,0,78,800
76794,1,2,2,56,213
76800,1,2,5,66,610
76801,1,1,9,78,213
76809,1,2,3,82,321
76816,1,3,77,70,423
76819,0,1,0,64,321
76834,1,3,0,81,610
76841,0,2,0,23,323
76881,1,3,8,72,313
76925,1,3,0,21,213
76938,0,1,0,29,323
76939,1,2,6,20,313
76944,1,4,6,57,313
76952,1,2,8,49,313
76954,0,1,4,58,213
76959,0,2,8,77,313
76976,1,3,6,85,113
77013,1,3,5,49,610
77014,1,2,2,57,321
77024,1,3,0,26,423
77036,0,3,2,49,213
77053,1,3,6,25,610
77072,1,3,1,49,610
77074,1,4,0,28,323
77087,1,3,9,87,113
77135,1,4,10,43,321
77137,1,1,10,79,213
77158,0,2,4,58,321
77160,0,1,9,20,323
77189,0,1,5,78,520
77196,0,3,0,28,323
77218,1,4,5,59,323
77236,1,2,6,58,313
77285,1,3,2,83,321
77296,1,3,8,57,423
77343,0,3,0,53,321
77348,0,3,1,58,213
77353,1,3,8,67,313
77357,1,3,9,49,313
77361,0,1,0,21,213
77388,1,4,7,85,323
77392,0,2,1,66,321
77453,0,3,5,52,610
77454,1,1,8,48,423
77465,0,3,6,17,213
77467,0,2,5,28,313
77476,0,2,5,43,323
77494,1,2,1,44,610
77514,1,2,0,28,423
77531,0,3,0,46,423
77575,1,2,10,35,313
77584,0,2,3,39,213
77589,1,2,7,73,321
77602,1,3,0,30,520
77612,0,3,0,24,321
77637,1,3,0,57,321
77663,1,5,0,28,313
77668,1,2,8,68,213
77673,1,3,6,53,313
77707,1,2,4,59,321
77730,0,2,3,67,313
77735,1,5,9,74,313
77761,1,2,10,67,520
77775,0,3,10,74,213
77834,0,3,1,32,323
77835,1,4,5,23,610
77838,1,3,5,36,213
77871,1,3,7,29,321
77875,0,3,7,54,313
77921,0,2,7,53,321
77938,1,4,7,54,321
77951,1,2,1,81,321
77958,1,1,4,24,321
77962,0,3,10,32,313
77963,0,2,10,66,321
77974,1,3,2,46,423
77975,0,3,7,78,313
78005,0,2,6,52,323
78015,0,4,0,71,313
78023,0,1,10,42,610
78049,0,2,8,48,323
78055,0,4,6,53,321
78059,0,2,2,34,321
78105,0,2,4,53,321
78124,0,1,0,47,321
78181,1,2,8,59,213
78187,1,2,0,53,323
78195,1,3,7,45,720
78226,1,4,8,56,423
78235,1,2,0,32,323
78257,1,2,9,65,323
78281,1,3,10,47,313
78308,1,2,10,44,313
78316,1,4,0,23,313
78332,0,1,7,68,321
78341,1,3,0,49,313
78343,0,2,0,30,321
78359,1,3,0,53,213
78368,1,3,3,57,321
78373,1,3,7,18,313
78413,1,4,7,71,323
78430,1,1,5,43,323
78444,1,1,8,73,323
78451,1,5,2,20,313
78455,1,5,8,54,323
78464,1,3,0,32,321
78468,0,1,7,32,321
78472,0,1,0,26,321
78495,1,2,2,22,213
78507,0,2,4,49,321
78518,0,2,0,49,323
78557,1,2,0,52,321
78585,1,3,5,79,213
78589,1,3,8,44,323
78590,1,3,4,74,321
78631,1,2,5,69,321
78632,1,4,2,27,323
78642,1,2,8,81,213
78668,0,2,3,60,321
78686,0,3,5,54,313
78706,1,3,6,28,620
78716,1,3,2,29,321
78730,0,2,0,34,321
78746,0,4,5,59,213
78774,0,3,2,70,321
78837,1,2,0,35,313
78895,1,2,0,35,313
78904,0,2,5,72,710
78917,0,2,7,51,323
78939,1,2,8,68,610
78954,1,3,5,61,610
78965,1,2,3,27,313
78968,1,4,6,58,321
78977,1,5,8,68,321
78981,0,2,5,39,313
78991,1,2,5,58,313
78992,1,2,0,54,323
79018,1,2,8,62,423
79052,0,1,10,47,213
79088,1,2,6,81,323
79139,1,2,0,19,213
79147,0,3,1,41,423
79159,1,5,6,65,321
79169,1,3,10,69,321
79213,1,3,10,71,610
79229,1,2,3,28,313
79334,1,1,10,77,321
79343,0,2,0,33,323
79353,1,3,6,28,610
79395,0,2,8,79,800
79457,1,1,1,28,610
79487,1,3,0,68,313
79492,1,3,0,33,313
79521,0,2,0,63,321
79539,1,1,5,39,313
79558,0,1,7,72,321
79592,1,4,2,52,321
79601,1,2,5,69,213
79620,1,2,4,83,113
79655,1,1,4,57,610
79658,1,1,7,49,323
79661,0,2,8,74,321
79687,0,2,8,52,321
79711,0,5,10,33,213
79781,1,3,3,62,213
79798,0,3,4,27,321
79805,1,4,8,53,321
79811,0,2,0,41,313
79815,1,5,8,49,323
79818,0,2,77,57,323
79827,1,2,8,65,321
79832,0,2,8,59,213
79869,1,2,4,67,213
79879,0,1,2,50,321
79894,1,4,0,63,213
79897,1,2,2,47,323
79903,1,3,5,72,213
79927,1,2,0,49,313
79933,1,3,7,83,213
79940,0,1,4,50,321
79952,1,4,4,66,313
79954,1,2,3,68,321
79955,1,2,5,48,321
79980,1,2,2,29,313
79988,0,2,2,44,213
79996,1,2,10,44,313
80011,0,1,4,28,321
80018,1,3,4,39,321
80028,1,3,7,89,213
80044,1,1,7,68,323
80048,1,3,6,79,213
80060,1,3,8,72,313
80076,1,4,8,40,610
80079,0,4,6,36,323
80116,1,3,7,69,313
80120,1,2,10,58,620
80125,0,1,0,53,321
80133,0,3,0,23,213
80140,1,4,0,63,323
80151,1,3,0,29,323
80182,0,1,0,70,213
80193,1,4,1,17,213
80201,1,3,4,38,610
80226,1,2,10,80,321
80230,1,3,6,61,321
80231,1,5,10,59,321
80294,1,2,8,36,323
80302,0,3,5,16,213
80311,1,3,7,82,213
80313,1,2,5,72,313
80326,0,3,0,28,323
80344,1,2,5,69,321
80360,1,3,1,32,323
80399,1,2,3,21,323
80406,0,2,7,63,323
80412,1,2,0,22,313
80456,1,2,4,65,610
80457,1,5,0,62,323
80480,0,2,0,48,610
80484,1,2,0,38,610
80494,0,1,2,52,323
80524,0,2,0,40,313
80595,0,4,2,72,213
80690,0,3,7,71,321
80729,0,2,3,53,313
80748,0,2,0,33,620
80751,0,2,0,43,323
80755,1,2,5,28,610
80766,1,2,0,17,213
80783,1,2,10,43,321
80804,1,2,6,46,313
80836,1,1,5,33,610
80858,1,4,0,62,313
80895,1,1,1,46,423
80901,1,2,2,52,323
80948,1,1,6,48,323
80952,1,5,5,23,313
80992,1,2,0,38,313
81033,0,2,1,16,213
81039,0,2,0,77,321
81043,1,3,6,43,323
81051,0,2,10,90,213
81066,0,2,7,58,321
81085,1,2,7,86,113
81108,0,2,1,51,423
81129,0,1,2,42,313
81135,0,2,0,66,321
81159,1,2,8,72,610
81178,0,2,7,21,321
81185,0,2,5,63,321
81191,1,3,4,54,213
81196,1,3,10,83,321
81204,0,2,10,84,213
81215,1,3,6,41,213
81228,0,3,0,16,213
81247,1,2,6,78,213
81304,1,2,5,58,321
81328,1,2,1,37,313
81341,1,1,2,26,313
