"Participant_id","Gender","Women_Protection","Religion_Level","Age","Highest_Edu_Lvl"
57055,0,3,4,72,322
57062,1,2,7,25,720
57073,0,3,6,47,520
57074,1,5,8,42,720
57162,0,4,0,58,313
57166,0,4,10,69,720
57182,0,3,4,19,212
57201,1,2,5,38,720
57215,0,2,7,78,800
57285,1,4,0,47,610
57315,1,2,8,40,213
57334,0,3,1,58,322
57338,1,2,8,90,213
57365,1,2,2,60,213
57367,1,2,5,76,213
57390,0,2,5,32,229
57396,0,2,1,50,322
57412,1,2,5,56,323
57430,0,2,2,81,312
57450,0,2,7,89,720
57462,0,2,0,61,720
57497,0,3,7,69,313
57522,0,5,0,30,610
57525,0,2,0,41,229
57589,1,4,6,20,313
57607,0,2,3,26,620
57626,1,3,2,27,421
57667,1,4,8,57,212
57702,1,3,3,70,213
57705,0,5,8,73,720
57727,1,3,10,42,720
57731,0,2,1,43,610
57737,1,3,0,29,610
57841,1,4,4,46,520
57847,1,3,6,47,322
57851,0,3,2,30,610
57942,0,3,6,26,322
57947,0,4,5,65,322
57953,1,3,77,80,312
57967,1,3,8,81,322
58013,1,3,8,78,322
58021,0,4,10,36,520
58082,1,2,0,57,720
58091,1,2,6,58,322
58127,1,3,10,48,520
58149,0,2,2,65,710
58151,1,4,5,34,421
58158,1,3,5,18,212
58171,0,2,4,81,520
58187,1,3,0,39,322
58215,1,2,10,34,620
58250,1,3,2,24,229
58294,1,4,8,70,510
58305,1,3,0,22,313
58335,1,3,10,39,620
58346,1,3,8,18,212
58347,0,3,8,50,610
58363,0,3,4,39,710
58397,0,2,8,68,322
58422,0,3,3,90,520
58457,0,1,0,24,322
58499,0,3,0,62,322
58500,1,2,5,29,322
58523,0,2,5,77,610
58597,1,3,0,50,710
58690,1,3,3,58,322
58730,1,2,9,56,213
58757,1,3,5,67,520
58764,0,3,6,80,520
58810,1,1,0,19,312
58812,1,2,1,25,322
58831,1,1,9,44,229
58857,1,3,9,79,213
58871,1,3,7,63,710
58935,0,5,0,26,620
58942,1,3,6,52,229
58978,0,2,2,51,421
59032,1,4,5,82,322
59067,0,2,3,62,710
59128,1,3,2,48,720
59140,1,1,3,58,322
59196,0,2,8,65,229
59218,1,2,5,82,213
59224,0,3,0,65,720
59265,1,2,8,63,520
59281,1,3,5,69,322
59301,1,3,8,73,520
59313,0,2,7,57,520
59319,0,2,7,70,213
59353,1,4,6,75,520
59362,1,3,0,55,322
59415,0,1,8,38,720
59425,0,3,5,62,421
59503,1,5,0,68,720
59506,1,3,8,57,322
59537,1,1,10,16,212
59548,0,4,1,25,322
59603,0,3,4,56,610
59632,1,3,6,54,720
59718,0,2,8,28,610
59722,0,1,4,18,213
59726,0,1,3,62,421
59780,0,3,3,58,720
59787,0,3,2,48,720
59793,1,2,4,24,520
59822,1,3,2,16,213
59826,0,3,0,33,520
59866,0,2,5,75,800
59919,1,3,6,20,312
59994,1,2,5,32,212
60030,1,2,5,79,229
60135,1,2,5,53,229
60156,1,3,4,46,322
60188,0,3,3,49,720
60200,0,2,4,32,421
60208,0,3,5,62,520
60216,1,3,1,61,520
60217,0,2,0,72,322
60227,0,2,5,49,322
60271,1,2,0,39,720
60361,0,5,5,33,322
60364,0,4,0,76,800
60381,0,1,5,23,313
60391,1,2,3,80,312
60403,1,3,9,46,610
60414,1,4,88,49,520
60425,1,3,2,30,720
60435,1,5,0,18,213
60457,1,2,0,52,322
60485,0,2,6,16,213
60504,0,2,8,33,520
60532,1,4,2,51,800
60589,1,5,7,35,520
60618,0,3,5,88,322
60630,1,3,7,67,421
60661,0,3,7,39,229
60670,0,3,2,43,800
60685,0,4,0,24,322
60787,0,2,0,57,213
60788,0,2,7,30,322
60809,1,4,5,48,710
60817,0,3,2,60,520
60842,1,3,2,52,720
60844,1,2,8,50,322
60845,0,3,7,85,323
60868,0,1,7,36,322
60916,0,2,3,56,520
60987,1,1,8,34,710
61135,0,3,7,76,421
61152,0,4,8,53,800
61182,0,3,1,30,610
61230,0,3,10,73,212
61260,0,2,5,78,800
61291,0,4,2,46,322
61302,0,3,0,21,213
61354,0,3,3,58,322
61379,0,3,5,30,720
61410,1,3,3,36,322
61416,0,3,1,27,322
61423,0,1,5,45,322
61428,1,1,7,74,421
61476,1,5,8,31,313
61482,1,2,8,42,520
61483,1,4,8,57,720
61491,1,4,0,16,313
61503,1,4,8,60,322
61530,1,1,8,55,113
61541,1,3,1,38,520
61547,1,3,8,48,800
61575,1,1,4,53,710
61608,1,2,6,72,322
61627,1,2,9,16,113
61644,1,4,2,68,610
61659,0,3,0,22,313
61667,1,2,8,34,322
61682,1,4,5,31,610
61745,1,5,3,47,720
61747,0,3,8,77,610
61750,0,3,5,22,313
61760,1,3,5,69,710
61784,0,3,3,77,213
61820,0,3,3,54,520
61824,0,2,6,75,322
61830,1,3,1,40,620
61847,1,1,9,40,322
61861,0,1,4,34,720
61892,0,2,8,50,800
61945,1,2,5,80,229
61947,1,3,5,28,322
61953,1,3,2,49,322
61989,0,3,5,43,322
62067,1,3,8,52,322
62159,1,4,8,47,610
62178,0,2,10,40,620
62252,1,2,2,36,720
62329,0,3,5,49,322
62352,0,1,2,34,212
62384,0,2,7,57,313
62472,1,4,0,44,800
62498,0,3,8,21,212
62511,0,3,7,85,322
62559,0,2,6,78,322
62587,1,3,8,56,213
62629,0,3,0,21,322
62648,0,3,2,32,620
62703,0,2,1,30,610
62712,0,3,6,37,421
62716,0,4,2,40,322
62762,0,2,5,53,520
62776,1,3,5,22,322
62804,1,2,5,90,229
62807,0,3,0,70,520
62835,0,2,1,41,322
62838,1,2,7,64,800
62918,1,3,0,22,313
62921,0,3,3,73,520
62928,0,4,0,50,710
63048,0,2,2,70,5555
63113,1,4,3,47,520
63245,0,4,3,24,322
63258,1,4,1,19,213
63306,1,2,3,34,421
63369,1,2,5,79,213
63392,1,2,3,36,322
63440,0,3,0,85,421
63461,0,4,9,76,720
63468,1,2,8,76,322
63521,1,3,6,58,322
63529,1,5,5,59,421
63556,1,2,7,45,421
63571,0,1,0,82,322
63574,0,2,0,21,322
63594,1,3,0,26,610
63598,0,2,8,44,322
63645,0,3,4,32,520
63650,0,3,1,48,800
63750,1,3,5,55,421
63751,1,2,6,68,229
63794,0,4,7,70,520
63830,1,4,9,45,322
63851,1,3,10,58,322
63862,0,2,2,54,213
63911,0,2,0,34,322
63935,0,2,6,68,312
63984,1,4,8,66,520
64044,0,2,3,63,520
64072,0,3,2,43,520
64095,0,3,1,26,610
64110,1,4,1,25,610
64147,0,5,2,34,610
64164,1,3,6,69,610
64202,1,2,8,49,212
64264,1,3,7,80,800
64305,0,4,5,53,710
64318,1,3,6,57,322
64367,1,2,0,42,322
64430,1,2,3,22,312
64441,0,3,2,75,720
64465,1,3,7,26,322
64475,0,3,4,43,610
64498,1,3,6,68,213
64517,1,2,9,73,229
64547,0,3,6,28,322
64557,0,2,5,23,322
64586,1,2,6,22,229
64603,0,4,1,46,322
64618,1,3,5,71,322
64634,1,3,0,39,322
64649,0,3,3,56,322
64684,1,2,5,55,322
64717,1,4,4,34,610
64754,1,4,0,38,710
64761,1,3,7,21,313
64775,0,5,0,36,322
64777,1,4,6,23,313
64782,0,2,1,38,610
64800,1,2,7,76,322
64832,0,3,2,82,322
64840,1,3,6,60,421
64841,1,2,6,87,113
64848,0,3,0,56,322
64850,1,3,7,82,322
64864,0,3,7,36,520
64867,1,2,5,76,213
64901,0,4,0,22,322
64916,1,4,2,44,720
64936,0,3,8,59,610
64962,0,3,8,50,610
64963,0,3,7,83,610
65004,1,3,6,35,720
65012,0,2,5,35,610
65018,0,4,0,31,620
65046,1,3,1,71,610
65149,0,4,2,45,322
65153,1,2,0,41,213
65209,0,1,3,35,322
65232,0,3,0,38,520
65263,0,3,7,62,322
65294,1,3,4,38,610
65351,0,2,1,61,520
65352,1,4,6,63,520
65353,0,2,6,22,421
65362,0,4,0,54,610
65376,0,3,5,83,800
65380,0,5,10,66,800
65409,1,3,0,61,313
65461,1,5,0,61,322
65472,0,3,7,29,322
65484,0,4,4,36,620
65485,1,4,0,42,620
65504,0,3,5,41,322
65515,1,3,5,83,322
65538,1,2,9,20,313
65545,0,2,7,80,213
65549,1,3,5,56,322
65592,1,4,2,61,800
65601,0,2,3,60,520
65603,1,3,2,64,610
65606,1,4,7,62,323
65619,0,2,0,51,520
65624,0,3,0,41,322
65674,0,3,4,21,322
65675,1,2,1,56,520
65706,1,3,5,75,213
65708,1,2,3,74,213
65712,1,5,6,77,323
65739,1,2,10,38,322
65852,0,4,1,34,710
65905,1,3,2,60,520
65962,1,2,10,77,213
65966,1,4,0,73,421
66001,0,3,8,78,322
66016,0,2,4,83,322
66021,1,3,0,70,720
66024,0,4,0,40,520
66026,0,4,1,39,800
66040,1,4,0,49,313
66060,1,3,3,55,520
66091,0,5,2,47,720
66095,1,3,6,77,213
66128,1,3,5,66,323
66244,1,4,6,42,520
66267,0,5,0,59,720
66289,0,2,6,52,322
66292,0,4,4,42,710
66336,1,3,4,24,610
66343,1,4,8,20,313
66374,1,4,8,57,620
66391,1,3,5,66,322
66392,0,3,4,38,710
66394,0,2,6,57,710
66418,0,4,7,57,720
66484,0,2,6,76,312
66554,0,3,77,37,322
66571,0,1,5,80,113
66576,0,2,2,87,322
66598,1,3,9,77,322
66612,0,4,5,59,322
66650,0,3,1,50,710
66705,1,3,5,49,710
66710,1,5,10,61,620
66714,0,3,0,30,720
66739,1,3,6,26,610
66763,1,3,4,45,312
66773,1,3,4,18,213
66778,1,4,7,69,322
66791,0,2,5,69,113
66793,0,5,0,82,800
66795,1,3,4,64,800
66820,1,2,10,75,421
66864,0,3,5,40,620
66866,1,4,6,24,620
66928,0,4,2,35,610
66940,1,4,0,44,322
67029,1,3,5,50,113
67103,0,3,7,66,322
67134,0,1,3,31,710
67155,0,2,3,78,313
67181,0,2,4,29,610
67189,1,4,7,65,322
67204,1,2,7,69,322
67337,1,4,4,44,610
67350,0,2,0,35,322
67384,0,2,8,33,322
67388,1,4,2,43,620
67418,1,5,2,43,322
67486,0,2,6,18,213
67521,1,3,0,54,610
67523,0,2,7,38,322
67535,1,3,6,67,322
67540,1,2,9,77,520
67568,1,5,3,81,710
67569,1,4,2,31,610
67570,1,3,6,49,322
67624,1,4,8,46,620
67668,1,4,5,39,520
67745,1,3,5,54,322
67770,1,2,10,90,213
67864,1,3,2,56,710
67891,1,2,8,75,322
67984,1,3,0,40,313
68003,1,4,8,63,322
68015,0,3,3,49,520
68032,0,1,7,63,520
68038,0,3,3,45,322
68059,0,3,7,51,322
68082,1,3,2,24,322
68088,0,3,0,73,720
68142,0,3,1,35,322
68145,0,4,0,29,720
68156,0,2,2,76,322
68207,1,2,6,82,322
68210,1,3,4,65,322
68245,1,2,5,40,213
68332,0,2,9,36,710
68358,0,2,5,38,322
68366,1,5,6,32,313
68383,1,3,7,49,213
68384,1,4,8,36,710
68394,0,4,5,60,322
68428,1,3,2,35,610
68531,0,2,0,25,322
68602,1,3,8,45,421
68603,0,3,1,20,313
68615,0,2,6,57,720
68633,0,2,7,49,322
68636,1,3,7,40,421
68638,1,3,10,66,710
68640,0,4,0,87,322
68651,1,2,3,21,322
68700,1,3,10,65,720
68703,0,2,9,25,322
68712,1,3,1,90,800
68731,0,1,8,20,113
68742,0,2,6,68,213
68748,1,3,7,34,720
68816,0,2,7,62,720
68848,0,2,0,67,322
68849,1,3,1,19,213
68891,1,2,7,21,313
68906,0,3,4,83,800
68926,1,3,7,43,800
68948,1,4,0,27,720
68959,0,2,5,76,323
69006,0,4,0,65,520
69034,1,4,1,40,322
69065,1,3,9,64,229
69068,1,4,2,42,322
69117,1,4,7,65,322
69120,1,3,3,71,323
69137,1,4,10,72,422
69156,0,4,7,58,520
69177,0,2,5,41,421
69184,0,2,6,18,213
69190,0,3,6,43,610
69192,1,4,0,43,710
69201,1,4,1,27,520
69252,1,5,1,59,720
69264,0,3,0,83,213
69268,0,3,6,38,610
69309,1,2,0,76,421
69318,1,2,5,45,229
69342,1,3,8,73,213
69355,0,2,8,54,213
69426,0,2,0,42,322
69465,1,4,3,16,213
69494,1,3,8,84,520
69496,1,3,2,36,322
69555,1,4,5,63,520
69557,0,2,9,45,322
69594,1,3,5,55,322
69612,0,2,1,62,421
69638,0,3,8,80,610
69666,1,3,4,71,322
69671,1,4,0,69,520
69714,0,4,4,52,520
69742,1,4,1,65,610
69746,0,1,2,25,620
69758,1,2,3,85,213
69763,0,2,8,45,720
69805,1,3,2,43,610
69836,1,2,2,16,213
69849,1,3,8,88,421
69958,0,4,3,18,213
69991,1,4,0,30,720
70009,0,3,5,31,610
70025,1,3,2,57,322
70043,1,2,8,28,212
70046,1,2,4,90,213
70049,0,3,4,76,213
70054,0,3,2,46,710
70111,0,4,5,74,710
70123,1,2,4,45,322
70145,0,4,0,36,710
70169,1,4,0,30,313
70172,0,3,5,67,520
70189,1,2,4,47,322
70214,1,5,77,64,520
70243,1,2,0,26,322
70271,0,2,10,57,322
70307,1,3,4,17,213
70317,1,4,0,78,520
70330,0,3,0,53,710
70335,1,3,4,30,610
70364,1,2,3,39,610
70477,0,4,5,30,610
70504,0,2,2,65,322
70562,0,2,4,67,520
70572,0,2,3,51,720
70598,1,3,1,37,322
70611,0,3,5,20,213
70622,0,2,9,72,213
70643,1,4,5,60,520
70680,0,1,10,45,322
70695,1,4,3,56,322
70700,0,2,2,79,229
70737,1,3,3,44,710
70779,0,4,4,58,800
70799,1,4,1,83,229
70884,1,4,6,51,322
70914,0,3,3,51,229
70955,0,4,7,46,520
70996,0,2,0,24,322
71009,0,2,8,63,322
71058,0,3,1,64,421
71086,1,2,8,16,213
71139,0,2,5,57,710
71162,0,2,6,16,213
71181,0,2,0,27,620
71187,1,2,7,58,322
71227,0,3,0,62,520
71242,0,2,6,47,322
71265,0,2,2,50,720
71269,1,5,0,42,720
71389,1,3,7,61,322
71390,0,2,0,45,720
71396,0,3,0,42,422
71458,1,2,0,24,213
71465,1,2,6,63,520
71477,1,4,0,58,322
71571,1,3,3,55,710
71581,1,4,3,69,312
71611,0,3,0,30,720
71612,0,2,7,22,213
71696,0,1,0,60,620
71698,0,3,2,76,113
71716,0,2,6,46,322
71776,0,2,0,45,720
71779,0,3,7,64,322
71850,0,1,0,23,322
71859,1,3,0,52,421
71902,1,3,3,39,322
71977,1,4,1,59,800
72043,1,4,7,71,322
72060,0,2,2,57,520
72089,1,4,8,52,322
72211,1,2,2,33,800
72213,1,3,6,43,520
72241,0,3,0,23,213
72245,0,3,3,21,213
72249,1,2,8,48,322
72288,0,2,4,41,322
72290,1,3,0,51,720
72308,1,4,0,61,520
72362,0,2,7,79,322
72367,0,2,7,84,710
72384,0,5,0,27,520
72399,1,3,0,18,213
72417,1,2,10,24,322
72480,0,2,3,41,610
72542,0,3,0,59,322
72544,0,4,4,66,322
72545,1,2,1,61,322
72554,0,3,5,59,720
72652,0,4,3,19,313
72695,0,2,1,36,510
72750,1,4,6,58,610
72761,1,3,0,61,322
72877,0,3,5,41,322
72882,0,3,7,36,421
72936,1,3,6,34,800
72977,1,2,10,33,213
73046,0,3,2,28,520
73073,0,3,4,38,710
73078,0,2,3,43,312
73097,1,2,8,18,312
73104,1,3,8,69,213
73127,0,3,3,42,322
73144,0,4,8,78,322
73160,0,3,0,74,312
73224,0,3,3,44,421
73249,1,4,4,69,322
73267,0,4,0,39,229
73281,0,3,10,54,610
73357,1,3,10,74,720
73362,0,2,7,20,213
73376,0,2,5,33,520
73431,0,2,9,22,520
73474,1,3,3,35,800
73484,1,3,4,84,322
73552,1,2,9,80,323
73591,1,2,6,58,312
73596,1,4,0,68,322
73614,1,3,9,68,322
73620,1,3,5,17,213
73648,0,3,0,50,520
73712,0,1,8,25,322
73752,0,3,5,46,710
73834,1,2,5,65,610
73863,1,2,7,19,322
73870,0,2,5,71,322
73875,0,2,6,63,322
73884,0,2,0,24,322
73914,1,2,6,50,610
73926,1,3,7,87,312
73937,0,4,7,74,610
73944,1,3,7,83,322
73971,0,2,9,27,710
74014,0,2,6,18,213
74016,1,4,7,62,312
74017,1,5,7,46,720
74028,0,3,10,38,322
74031,1,4,2,71,710
74052,1,3,1,51,710
74066,1,2,4,22,322
74109,0,2,1,54,720
74159,0,3,2,28,322
74163,0,3,0,25,610
74254,1,3,7,56,520
74279,0,4,1,51,620
74281,0,2,0,47,720
74333,0,4,8,29,610
74343,1,4,4,21,322
74411,1,3,7,37,312
74429,1,3,2,23,313
74509,1,2,0,69,313
74533,1,3,6,67,322
74539,1,4,8,22,620
74542,0,1,10,71,710
74549,0,2,8,40,520
74562,0,4,3,85,520
74581,0,2,0,49,322
74641,0,3,2,67,720
74696,1,4,1,59,322
74713,0,2,2,39,610
74723,0,3,2,19,322
74743,0,3,8,90,520
74814,1,3,9,67,229
74911,1,4,6,85,312
74944,1,3,5,58,800
74949,1,4,4,18,213
74966,1,4,5,20,322
74986,0,3,5,45,213
75007,1,3,7,87,229
75070,1,4,1,47,620
75113,0,3,0,17,213
75177,0,2,6,54,720
75180,1,3,5,46,322
75209,0,3,2,61,800
75220,1,3,8,29,322
75289,0,2,6,52,710
75323,1,4,2,57,322
75343,1,1,3,19,212
75398,1,3,3,63,213
75406,1,2,8,42,322
75410,0,2,1,45,322
75413,0,2,0,19,212
75414,0,2,6,73,322
75443,1,2,0,70,212
75483,0,2,5,35,322
75488,1,3,8,53,520
75510,1,3,7,37,610
75516,0,1,5,40,520
75517,0,4,5,64,322
75547,1,4,10,66,710
75549,0,3,5,47,322
75568,0,2,4,54,322
75594,1,3,1,27,620
75599,0,4,4,80,322
75661,0,3,8,76,322
75664,0,3,5,60,322
75728,0,3,5,67,322
75731,1,3,1,50,620
75816,1,2,5,61,710
75829,1,5,8,68,322
75868,0,2,0,55,520
75888,0,1,5,70,229
75892,1,3,5,33,213
75972,0,2,7,71,322
75978,1,3,0,51,322
76029,0,2,6,40,720
76101,1,3,5,83,322
76144,0,1,5,86,520
76151,1,2,8,46,610
76162,1,3,4,74,322
76200,0,3,10,64,520
76225,0,5,0,36,710
76246,0,3,5,80,720
76253,0,3,0,27,720
76256,0,3,8,58,213
76268,0,4,6,75,313
76271,1,2,5,68,322
76289,0,3,7,38,800
76337,1,5,5,53,520
76377,0,2,3,75,213
76402,1,3,0,17,213
76416,1,3,2,67,322
76435,0,4,1,17,212
76438,1,3,7,27,720
76477,0,3,0,34,720
76491,0,4,5,42,710
76499,0,2,0,38,322
76517,0,3,2,42,510
76535,1,3,7,30,421
76543,1,3,77,60,322
76565,0,3,0,36,720
76590,1,3,6,78,520
76596,1,3,7,52,323
76607,0,3,1,40,710
76622,1,3,0,30,520
76638,0,2,6,36,620
76689,0,2,6,35,520
76796,0,2,7,65,213
76821,0,2,7,69,720
76829,0,3,7,16,213
76902,0,3,6,56,322
76930,0,3,3,54,322
76951,0,4,7,53,322
76994,1,2,5,32,312
76996,1,3,5,30,322
77009,0,3,6,86,322
77027,1,3,7,51,720
77048,0,4,0,59,610
77058,0,3,6,78,322
77113,0,3,3,37,322
77142,0,2,3,23,322
77149,1,2,10,32,322
77166,1,2,8,48,322
77183,1,3,1,29,322
77199,1,2,6,41,322
77206,0,2,7,52,710
77208,0,3,6,78,322
77214,0,3,88,60,720
77217,0,1,7,21,322
77222,0,2,7,34,322
77272,0,4,3,83,322
77275,0,2,7,40,313
77299,0,1,8,58,322
77322,0,3,1,39,800
77366,1,2,5,42,312
77377,1,3,10,57,213
77404,1,4,1,21,422
77466,0,2,7,74,322
77521,0,3,9,32,720
77581,0,3,6,68,610
77606,0,3,5,37,520
77657,0,2,4,43,322
77688,1,1,10,45,720
77689,0,4,0,59,800
77732,0,2,0,68,322
77734,1,4,0,22,620
77754,1,5,1,43,720
77799,0,1,10,41,423
77806,1,2,4,80,5555
77833,0,4,0,17,213
77851,1,1,7,32,312
77868,0,3,2,64,720
77869,1,3,7,69,322
77877,0,4,0,36,322
78058,1,5,7,63,421
78067,0,1,1,29,710
78082,1,3,4,38,322
78139,1,4,0,29,229
78140,0,3,1,41,322
78147,1,3,2,40,610
78164,0,3,8,50,322
78182,0,4,0,19,213
78230,0,2,0,59,322
78255,1,3,6,61,610
78269,1,5,1,21,313
78277,0,2,8,40,313
78284,0,4,5,48,421
78317,1,3,8,68,322
78320,0,3,4,53,322
78339,1,3,7,59,213
78369,0,2,0,64,322
78375,1,3,6,78,229
78405,0,2,8,74,520
78445,1,3,7,90,322
78500,1,4,6,30,620
78532,1,5,0,75,322
78566,1,3,0,63,520
78595,1,4,7,36,720
78599,1,3,5,43,520
78670,0,2,2,17,213
78719,0,2,5,49,710
78730,0,2,8,40,322
78741,1,4,7,68,312
78751,1,1,4,71,322
78758,0,2,10,90,213
78822,1,1,9,46,213
78835,1,2,4,53,421
78918,1,3,2,58,720
78930,0,2,0,30,322
78932,1,3,7,52,322
79013,1,4,5,44,213
79024,0,3,2,74,720
79034,1,2,7,77,229
79039,0,2,9,66,322
79086,1,2,10,58,610
79098,0,3,5,61,322
79107,0,3,0,55,610
79120,1,2,7,70,322
79139,1,3,0,29,322
79140,0,3,9,72,213
79141,1,2,5,57,113
79233,0,3,9,38,720
79237,0,2,9,53,720
79248,0,5,0,25,610
79291,1,2,6,41,213
79302,1,2,1,51,229
79306,0,2,7,51,520
79409,1,5,5,45,720
79427,0,2,2,63,520
79475,1,4,0,35,322
79497,0,2,6,53,520
79505,1,2,0,65,313
79544,1,3,3,29,710
79577,1,3,10,46,620
79609,1,4,0,37,720
79692,1,2,8,32,610
79734,1,2,5,49,213
79754,0,3,3,27,421
79762,1,3,3,53,322
79793,0,4,10,55,520
79803,0,2,8,77,322
79821,0,2,8,80,520
79836,0,1,0,47,421
79870,1,4,5,36,322
79892,1,2,0,44,720
79939,1,2,2,73,322
79956,1,3,2,26,322
79968,0,3,4,57,322
79970,1,3,8,58,322
79978,0,1,5,25,322
79982,1,2,8,63,322
79997,0,1,5,35,322
80017,0,3,3,19,322
80044,0,3,0,31,610
80051,0,2,8,53,520
80070,1,3,7,90,322
80122,1,2,6,19,213
80174,0,2,4,61,322
80187,0,4,7,65,710
80229,0,4,0,47,720
80264,0,4,5,26,610
80290,0,3,9,51,323
80299,1,3,5,65,322
80334,0,4,4,73,720
80352,1,3,8,66,213
80353,0,2,1,61,620
80361,0,3,10,76,322
80448,1,5,0,17,213
80500,1,5,0,40,620
80562,1,5,0,63,229
80625,1,1,10,59,520
80633,1,3,3,40,322
80706,0,3,7,50,520
80747,0,3,6,71,322
80784,1,3,4,42,610
80788,0,3,10,34,229
80803,0,1,5,74,322
80827,1,5,0,47,720
80833,0,3,8,83,322
80860,1,3,0,69,323
80867,1,4,8,51,800
80891,1,3,6,73,322
80913,0,1,8,60,520
80914,0,2,5,66,520
80960,0,2,2,43,421
80998,0,4,9,48,610
81039,0,3,7,49,800
81057,1,2,5,42,720
81058,0,3,6,56,720
81093,1,4,4,33,422
81134,0,3,1,19,213
81139,1,3,7,38,322
81166,0,3,6,36,620
81213,0,3,8,75,322
81236,0,2,6,75,322
81240,0,2,8,65,322
81249,0,4,7,73,229
81268,0,2,4,18,212
81332,0,3,7,25,422
81360,0,4,1,49,710
81376,1,3,0,42,322
81383,1,4,5,63,312
81394,0,2,6,64,322
81471,0,2,0,39,322
81485,1,3,5,38,620
81496,1,1,8,38,322
81523,1,2,3,68,322
81538,1,3,8,71,322
81545,0,1,0,40,720
81570,0,2,8,74,0
81578,0,3,9,70,520
81632,0,3,8,45,610
81646,1,2,7,57,322
81682,1,1,8,33,113
81712,0,3,5,78,620
81717,0,2,7,48,710
81724,0,2,0,46,610
81752,1,3,6,30,520
81822,0,2,1,78,520
81896,0,4,2,69,800
81965,1,3,8,55,520
81970,1,2,7,46,720
82012,0,2,0,56,322
82043,0,4,0,60,800
82048,1,2,4,24,322
82057,0,3,5,18,212
82107,0,3,6,57,322
82111,0,2,2,41,322
82152,0,2,9,53,520
82183,1,2,10,49,322
82197,1,4,5,83,113
82201,0,2,6,48,322
82295,0,2,2,23,213
82376,1,2,2,27,322
82379,0,2,0,24,322
82417,1,4,5,25,322
82424,0,2,3,17,213
82432,1,5,7,53,520
82463,1,2,10,70,720
82472,1,3,5,35,322
82498,1,2,8,70,322
82502,0,1,3,34,422
82515,0,3,10,70,322
82525,1,4,3,19,213
82527,1,3,5,50,322
82598,0,2,3,63,322
82619,1,3,0,33,213
82628,1,2,4,49,322
82656,0,2,10,73,229
82669,1,3,8,42,610
82682,1,3,4,72,213
82710,1,2,5,41,322
82745,1,2,6,68,213
82784,0,3,3,66,520
82797,0,4,0,25,322
82817,0,2,9,34,322
82819,0,4,1,31,610
82852,0,1,1,26,520
82864,0,3,0,34,322
82911,0,2,6,44,322
82939,1,4,7,51,213
82961,0,3,0,43,510
82990,0,3,4,60,520
83026,0,3,5,32,720
83050,0,4,7,78,322
83073,1,2,4,32,229
83106,1,3,3,41,322
83123,0,2,8,49,520
83135,0,3,6,24,322
83138,1,4,5,43,520
83234,1,2,7,47,710
83244,1,3,2,70,323
83265,0,4,0,38,720
83280,1,2,3,34,610
83287,1,3,1,19,213
83293,0,2,0,62,520
83321,0,2,2,68,313
83324,0,2,0,31,520
83327,1,3,6,64,213
83353,1,2,7,42,322
83360,0,2,3,74,322
83384,1,2,5,49,520
83391,1,5,5,18,213
83419,1,2,1,41,610
83421,1,4,1,72,322
83423,1,3,7,70,422
83463,1,3,3,24,313
83599,0,2,5,54,322
83676,1,3,9,50,720
83679,0,2,0,68,313
83683,0,2,8,51,322
83693,0,2,4,63,520
83726,0,3,8,29,720
83733,1,2,3,31,322
83747,0,3,0,47,322
83773,1,3,6,49,610
83796,1,4,3,51,520
83876,1,5,4,42,610
83932,0,2,7,78,313
83942,0,2,2,56,520
83949,0,2,7,41,312
83958,1,5,10,59,313
83965,0,3,7,46,800
83988,0,2,8,48,422
84045,0,4,1,41,710
84048,0,4,0,28,610
84049,1,1,8,47,610
84188,0,3,2,45,520
84205,1,3,5,90,313
84231,1,2,8,76,213
84249,1,2,0,30,710
84291,0,3,0,52,322
84330,0,3,7,81,520
84336,1,3,6,70,322
84345,0,4,0,45,800
84353,1,4,1,56,322
84404,0,3,3,80,212
84406,1,5,7,20,312
84433,0,1,1,62,720
84531,1,3,6,39,520
84543,0,3,5,80,322
84603,1,5,9,59,720
84609,0,2,6,52,720
84637,0,1,6,77,213
84703,1,3,0,40,610
84729,0,3,2,26,620
84731,0,2,5,57,322
84777,1,4,7,59,520
84780,1,3,10,20,312
84783,1,3,0,21,322
84809,1,3,7,56,213
84886,1,3,7,72,322
84909,0,1,8,34,322
84966,0,2,2,40,520
85019,0,2,7,57,520
85027,1,3,7,47,720
85043,0,2,2,66,421
85051,0,3,8,69,322
85079,1,1,10,67,229
85112,1,4,0,73,610
85127,1,3,3,42,322
85128,1,4,4,34,720
85130,1,4,5,42,322
85147,1,3,0,76,213
85199,1,4,1,29,322
85207,1,3,0,42,322
85216,1,2,2,69,213
85275,0,2,5,69,520
85291,1,2,0,66,229
85302,1,4,8,77,213
85310,0,1,10,43,322
85311,0,2,4,71,800
85389,0,2,2,62,322
85445,1,2,9,70,312
85470,1,2,7,64,313
85522,0,3,4,45,213
85529,1,3,0,47,520
85534,0,2,5,53,520
85565,1,5,6,58,520
85584,0,4,7,80,720
85595,1,3,2,48,610
85631,1,4,2,50,322
85636,0,2,0,67,322
85666,0,1,9,64,520
85721,0,3,2,44,421
85726,0,3,2,55,113
85772,0,2,7,44,322
85805,1,4,7,75,421
85814,0,3,5,56,610
85842,1,2,5,76,520
85866,0,4,5,43,800
85921,0,5,7,29,610
85939,0,2,10,57,423
85945,1,2,3,42,720
85970,0,4,6,46,322
86008,0,2,0,77,720
86016,1,2,9,25,710
86048,0,3,6,90,213
